season,player_id,first_name,last_name,player_name,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,person_id,round_number,round_pick,overall_pick,team_id,organization,person_id_player,display_first_last,birthdate,school,country,draft_year,draft_round,draft_number
2007.0,12210.0,Zabian,Dowdell,Zabian Dowdell,PG,73.0,6' 1'',75.0,6' 3'',191.0,82.0,6' 10'',100.0,8' 4'',5.1,8.75,9.5,30.0,33.5,11.13,3.1,3.29,3.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201162.0,Jared,Dudley,Jared Dudley,SF,77.0,6' 5'',79.25,6' 7.25'',219.0,79.0,6' 7'',102.0,8' 6'',7.1,8.75,9.5,28.0,32.0,11.32,3.1,3.45,14.0,201162.0,1.0,22.0,22.0,1610612766.0,Boston College,201162.0,Jared Dudley,1985-07-10 00:00:00,Boston College,USA,2007,1,22
2007.0,201142.0,Kevin,Durant,Kevin Durant,SF-PF,81.0,6' 9'',82.25,6' 10.25'',215.0,88.75,7' 4.75'',110.0,9' 2'',6.6,8.75,9.5,26.0,33.5,12.33,3.1,3.45,0.0,201142.0,1.0,2.0,2.0,1610612760.0,Texas,201142.0,Kevin Durant,1988-09-29 00:00:00,Texas,USA,2007,1,2
2007.0,12211.0,Rashaun,Freeman,Rashaun Freeman,PF,78.0,6' 6'',80.0,6' 8'',244.0,83.5,6' 11.5'',104.0,8' 8'',11.5,8.75,9.5,28.0,32.0,11.43,3.1,3.41,20.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201189.0,Aaron,Gray,Aaron Gray,C,84.0,7' 0'',85.75,7' 1.75'',271.0,87.25,7' 3.25'',108.5,9' 0.5'',10.8,8.75,9.5,27.0,32.5,12.07,3.1,3.7,17.0,201189.0,2.0,19.0,49.0,1610612741.0,Pittsburgh,201189.0,Aaron Gray,1984-12-07 00:00:00,Pittsburgh,USA,2007,2,49
2007.0,12212.0,Caleb,Green,Caleb Green,PF,78.0,6' 6'',80.0,6' 8'',238.0,83.75,6' 11.75'',103.0,8' 7'',10.9,8.75,9.5,28.5,36.0,11.72,3.1,3.46,9.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201145.0,Jeff,Green,Jeff Green,SF,79.0,6' 7'',81.5,6' 9.5'',228.0,85.25,7' 1.25'',103.0,8' 7'',3.7,8.75,9.5,33.5,38.0,12.0,3.1,3.34,17.0,201145.0,1.0,5.0,5.0,1610612738.0,Georgetown,201145.0,Jeff Green,1986-08-28 00:00:00,Georgetown,USA,2007,1,5
2007.0,201192.0,Taurean,Green,Taurean Green,PG,71.0,5' 11'',72.75,6' 0.75'',173.0,74.25,6' 2.25'',96.0,8' 0'',4.6,8.75,9.5,29.0,32.5,11.3,3.1,3.26,8.0,201192.0,2.0,22.0,52.0,1610612757.0,Florida,201192.0,Taurean Green,1986-11-28 00:00:00,Florida,USA,2007,2,52
2007.0,201150.0,Spencer,Hawes,Spencer Hawes,PF,82.0,6' 10'',84.75,7' 0.75'',244.0,84.5,7' 0.5'',110.0,9' 2'',13.0,8.75,9.5,26.0,29.0,11.88,3.1,3.51,9.0,201150.0,1.0,10.0,10.0,1610612758.0,Washington,201150.0,Spencer Hawes,1988-04-28 00:00:00,Washington,USA,2007,1,10
2007.0,12214.0,Brandon,Heath,Brandon Heath,PG,74.0,6' 2'',75.75,6' 3.75'',181.0,79.0,6' 7'',94.0,7' 10'',9.0,8.75,9.5,32.0,36.0,11.39,3.1,3.28,11.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201195.0,Herbert,Hill,Herbert Hill,C,79.0,6' 7'',81.75,6' 9.75'',232.0,86.25,7' 2.25'',108.5,9' 0.5'',5.6,8.75,9.5,30.5,34.0,12.31,3.1,3.39,15.0,201195.0,2.0,25.0,55.0,1610612762.0,Providence,201195.0,Herbert Hill,1984-10-01 00:00:00,Providence,USA,2007,2,55
2007.0,201143.0,Al,Horford,Al Horford,PF,80.0,6' 8'',81.75,6' 9.75'',246.0,84.75,7' 0.75'',107.0,8' 11'',9.1,8.75,9.5,31.0,35.5,12.15,3.1,3.37,20.0,201143.0,1.0,3.0,3.0,1610612737.0,Florida,201143.0,Al Horford,1986-06-03 00:00:00,Florida,Dominican Republic,2007,1,3
2007.0,12215.0,Quinton,Hosley,Quinton Hosley,SF-SG,77.0,6' 5'',79.75,6' 7.75'',215.0,83.25,6' 11.25'',105.0,8' 9'',5.7,8.75,9.5,28.5,34.0,12.47,3.1,3.32,12.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,12216.0,James,Hughes,James Hughes,C,81.0,6' 9'',82.75,6' 10.75'',209.0,87.0,7' 3'',111.0,9' 3'',3.5,8.75,9.5,31.0,33.0,13.31,3.1,3.37,8.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,12217.0,Jeremy,Hunt,Jeremy Hunt,SG,74.0,6' 2'',76.75,6' 4.75'',198.0,80.25,6' 8.25'',101.5,8' 5.5'',5.2,8.75,9.5,30.5,33.0,12.11,3.1,3.29,10.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,12218.0,Ekene,Ibekwe,Ekene Ibekwe,PF,80.0,6' 8'',81.0,6' 9'',208.0,90.0,7' 6'',104.0,8' 8'',3.2,8.75,9.5,34.5,39.0,11.0,3.1,3.28,10.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,12219.0,Dominic,James,Dominic James,PG,70.0,5' 10'',71.75,5' 11.75'',175.0,74.0,6' 2'',93.0,7' 9'',4.8,8.75,9.5,33.5,38.5,10.94,3.1,3.11,14.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201234.0,Trey,Johnson,Trey Johnson,SG,75.0,6' 3'',77.75,6' 5.75'',216.0,77.0,6' 5'',98.0,8' 2'',5.4,8.75,9.5,26.5,35.0,11.78,3.1,3.31,18.0,203469.5,1.0,15.0,27.0,1610612753.0,,201234.0,Trey Johnson,1984-08-30 00:00:00,Jackson State,USA,Undrafted,Undrafted,Undrafted
2007.0,12220.0,Rashad,Jones-Jennings,Rashad Jones-Jennings,PF,78.0,6' 6'',79.5,6' 7.5'',235.0,84.0,7' 0'',105.5,8' 9.5'',5.9,8.75,9.5,25.0,30.0,12.18,3.1,3.29,20.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201185.0,Jared,Jordan,Jared Jordan,PG,72.0,6' 0'',73.75,6' 1.75'',183.0,72.0,6' 0'',94.0,7' 10'',7.0,8.75,9.5,24.5,28.5,11.02,3.1,3.39,6.0,201185.0,2.0,15.0,45.0,1610612746.0,Marist,203479.5,,,,,,,
2007.0,201207.0,Coby,Karl,Coby Karl,SG-PG,75.0,6' 3'',76.75,6' 4.75'',204.0,83.0,6' 11'',99.5,8' 3.5'',5.4,8.75,9.5,32.0,34.5,11.57,3.1,3.41,9.0,203469.5,1.0,15.0,27.0,1610612753.0,,201207.0,Coby Karl,1983-06-08 00:00:00,Boise State,USA,Undrafted,Undrafted,Undrafted
2007.0,12221.0,Antanas,Kavaliauskas,Antanas Kavaliauskas,PF,81.0,6' 9'',82.5,6' 10.5'',237.0,82.5,6' 10.5'',106.5,8' 10.5'',7.7,8.75,9.5,25.5,30.0,11.19,3.1,3.42,19.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201171.0,Carl,Landry,Carl Landry,PF,79.0,6' 7'',80.5,6' 8.5'',248.0,83.0,6' 11'',102.5,8' 6.5'',7.5,8.75,9.5,31.5,36.5,11.35,3.1,3.29,21.0,201171.0,2.0,1.0,31.0,1610612760.0,Purdue,201171.0,Carl Landry,1983-09-19 00:00:00,Purdue,USA,2007,2,31
2007.0,201186.0,Stephane,Lasme,Stephane Lasme,PF,77.0,6' 5'',79.0,6' 7'',213.0,86.0,7' 2'',107.0,8' 11'',4.9,8.75,9.5,29.5,36.0,11.73,3.1,3.22,17.0,201186.0,2.0,16.0,46.0,1610612744.0,Massachusetts,201186.0,Stephane Lasme,1982-12-17 00:00:00,Massachusetts,Gabon,2007,2,46
2007.0,201151.0,Acie,Law,Acie Law,PG,74.0,6' 2'',75.5,6' 3.5'',186.0,78.5,6' 6.5'',98.0,8' 2'',5.6,8.75,9.5,29.0,34.0,11.0,3.1,3.22,8.0,201151.0,1.0,11.0,11.0,1610612737.0,Texas A&M,201151.0,Acie Law,1985-01-25 00:00:00,Texas A&M,USA,2007,1,11
2007.0,12222.0,Marko,Lekic,Marko Lekic,C,81.0,6' 9'',82.5,6' 10.5'',267.0,85.0,7' 1'',108.5,9' 0.5'',11.4,8.75,9.5,24.0,30.5,11.96,3.1,3.43,19.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,12223.0,Ron,Lewis,Ron Lewis,SG,74.0,6' 2'',76.5,6' 4.5'',194.0,78.5,6' 6.5'',99.0,8' 3'',4.5,8.75,9.5,33.0,38.0,11.59,3.1,3.22,16.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201858.0,Cartier,Martin,Cartier Martin,SF,76.0,6' 4'',78.5,6' 6.5'',218.0,82.0,6' 10'',103.5,8' 7.5'',5.6,8.75,9.5,27.0,29.5,12.1,3.1,3.43,11.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201187.0,Dominic,McGuire,Dominic McGuire,SF,79.0,6' 7'',80.25,6' 8.25'',220.0,82.5,6' 10.5'',104.0,8' 8'',4.7,8.75,9.5,28.5,34.5,10.95,3.1,3.25,12.0,201187.0,2.0,17.0,47.0,1610612764.0,Fresno State,201187.0,Dominic McGuire,1985-10-20 00:00:00,Fresno State,USA,2007,2,47
2007.0,201177.0,Josh,McRoberts,Josh McRoberts,PF,80.0,6' 8'',82.0,6' 10'',240.0,85.0,7' 1'',106.5,8' 10.5'',13.7,8.75,9.5,27.5,31.5,11.7,3.1,3.47,12.0,201177.0,2.0,7.0,37.0,1610612757.0,Duke,203479.5,,,,,,,
2007.0,201197.0,Sammy,Mejia,Sammy Mejia,SG,77.0,6' 5'',79.0,6' 7'',218.0,83.0,6' 11'',105.0,8' 9'',8.3,8.75,9.5,27.0,31.5,11.87,3.1,3.49,7.0,201197.0,2.0,27.0,57.0,1610612765.0,DePaul,203479.5,,,,,,,
2007.0,12224.0,Brad,Newley,Brad Newley,SG,77.0,6' 5'',78.5,6' 6.5'',201.0,80.0,6' 8'',102.5,8' 6.5'',8.0,8.75,9.5,29.5,31.5,11.77,3.1,3.29,3.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201193.0,Demetris,Nichols,Demetris Nichols,SF,78.0,6' 6'',79.5,6' 7.5'',211.0,84.25,7' 0.25'',105.0,8' 9'',6.2,8.75,9.5,28.5,32.5,10.39,3.1,3.38,16.0,201193.0,2.0,23.0,53.0,1610612757.0,Syracuse,203479.5,,,,,,,
2007.0,201149.0,Joakim,Noah,Joakim Noah,PF,82.0,6' 10'',84.0,7' 0'',223.0,85.25,7' 1.25'',106.5,8' 10.5'',4.8,8.75,9.5,32.5,37.5,11.79,3.1,3.47,12.0,201149.0,1.0,9.0,9.0,1610612741.0,Florida,201149.0,Joakim Noah,1985-02-25 00:00:00,Florida,USA,2007,1,9
2007.0,201141.0,Greg,Oden,Greg Oden,C,83.0,6' 11'',84.0,7' 0'',257.0,88.25,7' 4.25'',112.0,9' 4'',7.8,8.75,9.5,32.0,34.0,11.67,3.1,3.27,10.0,201141.0,1.0,1.0,1.0,1610612757.0,Ohio State,201141.0,Greg Oden,1988-01-22 00:00:00,Ohio State,USA,2007,1,1
2007.0,12225.0,Ivan,Radenovic,Ivan Radenovic,PF,81.0,6' 9'',82.75,6' 10.75'',226.0,83.75,6' 11.75'',106.0,8' 10'',9.8,8.75,9.5,23.0,28.0,11.61,3.1,3.6,7.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,12226.0,JR,Reynolds,JR Reynolds,PG,72.0,6' 0'',74.75,6' 2.75'',188.0,75.25,6' 3.25'',95.0,7' 11'',8.2,8.75,9.5,27.5,34.5,11.69,3.1,3.24,15.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201181.0,Chris,Richard,Chris Richard,PF,79.0,6' 7'',80.75,6' 8.75'',252.0,88.5,7' 4.5'',110.5,9' 2.5'',7.5,8.75,9.5,26.5,30.5,11.39,3.1,3.29,15.0,201181.0,2.0,11.0,41.0,1610612750.0,Florida,201181.0,Chris Richard,1984-12-25 00:00:00,Florida,USA,2007,2,41
2007.0,12227.0,Dustin,Salisbery,Dustin Salisbery,SG,75.0,6' 3'',76.75,6' 4.75'',208.0,80.0,6' 8'',100.5,8' 4.5'',6.6,8.75,9.5,34.0,38.0,11.07,3.1,3.12,11.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,12228.0,Blake,Schilb,Blake Schilb,SG,77.0,6' 5'',79.0,6' 7'',214.0,81.0,6' 9'',102.5,8' 6.5'',10.0,8.75,9.5,26.5,33.5,11.63,3.1,3.36,11.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,12229.0,Renaldas,Seibutis,Renaldas Seibutis,SG,76.0,6' 4'',77.75,6' 5.75'',185.0,80.75,6' 8.75'',101.0,8' 5'',6.1,8.75,9.5,24.0,32.5,11.33,3.1,3.39,1.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201196.0,Ramon,Sessions,Ramon Sessions,PG,74.0,6' 2'',75.75,6' 3.75'',185.0,76.25,6' 4.25'',97.5,8' 1.5'',6.2,8.75,9.5,29.5,33.5,11.65,3.1,3.27,8.0,201196.0,2.0,26.0,56.0,1610612749.0,Nevada-Reno,203479.5,,,,,,,
2007.0,201203.0,Mustafa,Shakur,Mustafa Shakur,PG,75.0,6' 3'',76.5,6' 4.5'',185.0,77.5,6' 5.5'',99.0,8' 3'',4.1,8.75,9.5,28.5,35.0,11.82,3.1,3.27,11.0,203469.5,1.0,15.0,27.0,1610612753.0,,201203.0,Mustafa Shakur,1984-08-18 00:00:00,Arizona,USA,Undrafted,Undrafted,Undrafted
2007.0,201160.0,Jason,Smith,Jason Smith,PF,82.75,6' 10.75'',83.5,6' 11.5'',233.0,82.75,6' 10.75'',106.0,8' 10'',7.5,8.75,9.5,33.5,37.5,10.96,3.1,3.29,15.0,201160.0,1.0,20.0,20.0,1610612748.0,Colorado State,201160.0,Jason Smith,1986-03-02 00:00:00,Colorado State,USA,2007,1,20
2007.0,201199.0,DJ,Strawberry,DJ Strawberry,SG,75.75,6' 3.75'',77.0,6' 5'',199.0,78.5,6' 6.5'',101.0,8' 5'',4.5,8.75,9.5,28.5,35.0,10.87,3.1,3.14,21.0,201199.0,2.0,29.0,59.0,1610612756.0,Maryland,201199.0,DJ Strawberry,1985-06-15 00:00:00,Maryland,USA,2007,2,59
2007.0,201155.0,Rodney,Stuckey,Rodney Stuckey,SG-PG,75.75,6' 3.75'',76.5,6' 4.5'',207.0,79.25,6' 7.25'',100.5,8' 4.5'',6.1,8.75,9.5,30.5,35.0,11.34,3.1,3.11,14.0,201155.0,1.0,15.0,15.0,1610612765.0,Eastern Washington,203479.5,,,,,,,
2007.0,12230.0,Curtis,Sumpter,Curtis Sumpter,SF,78.0,6' 6'',79.75,6' 7.75'',227.0,81.5,6' 9.5'',104.0,8' 8'',5.3,8.75,9.5,27.5,32.5,11.3,3.1,3.22,12.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201180.0,Yue,Sun,Yue Sun,SF,79.75,6' 7.75'',80.75,6' 8.75'',212.0,81.0,6' 9'',105.0,8' 9'',5.1,8.75,9.5,29.0,34.0,10.68,3.1,3.45,9.0,201180.0,2.0,10.0,40.0,1610612747.0,Beijing Olympians (China),201180.0,Sun Sun,1985-11-06 00:00:00,Beijing,China,2007,2,40
2007.0,201249.0,Jamaal,Tatum,Jamaal Tatum,PG,71.5,5' 11.5'',72.75,6' 0.75'',168.0,74.5,6' 2.5'',93.5,7' 9.5'',5.0,8.75,9.5,28.5,33.0,11.51,3.1,3.22,7.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,12232.0,Reyshawn,Terry,Reyshawn Terry,SF,78.75,6' 6.75'',79.5,6' 7.5'',222.0,82.0,6' 10'',103.5,8' 7.5'',8.9,8.75,9.5,31.0,37.5,11.76,3.1,3.26,18.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201154.0,Al,Thornton,Al Thornton,SF,77.75,6' 5.75'',79.0,6' 7'',221.0,85.0,7' 1'',104.0,8' 8'',5.8,8.75,9.5,35.0,41.0,11.96,3.1,3.16,9.0,201154.0,1.0,14.0,14.0,1610612746.0,Florida State,201154.0,Al Thornton,1983-12-07 00:00:00,Florida State,USA,2007,1,14
2007.0,201229.0,Anthony,Tolliver,Anthony Tolliver,PF,79.0,6' 7'',80.5,6' 8.5'',242.0,86.5,7' 2.5'',107.5,8' 11.5'',5.7,8.75,9.5,28.5,30.0,11.49,3.1,3.29,21.0,203469.5,1.0,15.0,27.0,1610612753.0,,201229.0,Anthony Tolliver,1985-06-01 00:00:00,Creighton,USA,Undrafted,Undrafted,Undrafted
2007.0,12233.0,Ali,Traore,Ali Traore,C-PF,80.75,6' 8.75'',81.75,6' 9.75'',249.0,88.0,7' 4'',108.5,9' 0.5'',12.1,8.75,9.5,25.0,29.0,12.16,3.1,3.52,11.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,12234.0,Kyle,Visser,Kyle Visser,C,82.0,6' 10'',83.5,6' 11.5'',242.0,83.0,6' 11'',108.0,9' 0'',10.2,8.75,9.5,26.0,29.0,12.6,3.1,3.39,18.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201208.0,Darryl,Watkins,Darryl Watkins,C,80.75,6' 8.75'',82.25,6' 10.25'',241.0,87.0,7' 3'',110.0,9' 2'',6.9,8.75,9.5,26.5,31.0,11.65,3.1,3.56,14.0,203469.5,1.0,15.0,27.0,1610612753.0,,201208.0,Darryl Watkins,1984-11-08 00:00:00,Syracuse,USA,Undrafted,Undrafted,Undrafted
2007.0,12235.0,Major,Wingate,Major Wingate,C,80.5,6' 8.5'',82.75,6' 10.75'',242.0,88.0,7' 4'',109.0,9' 1'',6.7,8.75,9.5,27.5,30.5,12.14,3.1,3.47,15.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,12236.0,DaShaun,Wood,DaShaun Wood,PG,70.75,5' 10.75'',71.5,5' 11.5'',167.0,72.75,6' 0.75'',92.0,7' 8'',5.4,8.75,9.5,31.5,34.5,11.4,3.1,3.23,13.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201153.0,Julian,Wright,Julian Wright,SF-PF,78.5,6' 6.5'',80.5,6' 8.5'',211.0,86.25,7' 2.25'',108.0,9' 0'',6.1,8.75,9.5,28.5,33.5,11.48,3.1,3.36,2.0,201153.0,1.0,13.0,13.0,1610612740.0,Kansas,201153.0,Julian Wright,1987-05-20 00:00:00,Kansas,USA,2007,1,13
2007.0,201148.0,Brandan,Wright,Brandan Wright,PF,80.75,6' 8.75'',82.0,6' 10'',200.0,87.75,7' 3.75'',108.5,9' 0.5'',5.8,8.75,9.5,30.5,35.5,11.76,3.1,3.31,2.0,201148.0,1.0,8.0,8.0,1610612766.0,North Carolina,203479.5,,,,,,,
2007.0,12237.0,Avis,Wyatt,Avis Wyatt,PF,80.75,6' 8.75'',81.5,6' 9.5'',212.0,85.0,7' 1'',107.0,8' 11'',3.3,8.75,9.5,27.5,32.0,11.46,3.1,3.23,12.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2007.0,201146.0,Jianlian,Yi,Jianlian Yi,,77.75,,79.0,,212.9,82.75,,104.0,,6.7,8.75,9.5,29.0,34.5,11.32,3.1,3.27,10.0,201146.0,1.0,6.0,6.0,1610612749.0,Guangdong Southern Tigers (China),203479.5,,,,,,,
2007.0,201156.0,Nick,Young,Nick Young,SG-SF,77.0,6' 5'',78.75,6' 6.75'',206.0,84.0,7' 0'',100.5,8' 4.5'',6.8,8.75,9.5,39.5,40.5,11.0,3.1,3.25,6.0,201156.0,1.0,16.0,16.0,1610612764.0,Southern California,201156.0,Nick Young,1985-06-01 00:00:00,Southern California,USA,2007,1,16
2007.0,201152.0,Thaddeus,Young,Thaddeus Young,SF,77.75,6' 5.75'',79.5,6' 7.5'',210.0,83.5,6' 11.5'',106.0,8' 10'',4.9,8.75,9.5,34.5,37.0,11.06,3.1,3.19,13.0,201152.0,1.0,12.0,12.0,1610612755.0,Georgia Tech,201152.0,Thaddeus Young,1988-06-21 00:00:00,Georgia Tech,USA,2007,1,12
2008.0,201570.0,Joe,Alexander,Joe Alexander,SF-PF,79.25,6' 7.25'',80.25,6' 8.25'',220.0,83.5,6' 11.5'',106.0,8' 10'',5.8,8.75,9.5,32.5,38.5,11.33,3.1,2.99,24.0,201570.0,1.0,8.0,8.0,1610612749.0,West Virginia,201570.0,Joe Alexander,1986-12-26 00:00:00,West Virginia,USA,2008,1,8
2008.0,201589.0,Darrell,Arthur,Darrell Arthur,PF,79.5,6' 7.5'',80.5,6' 8.5'',216.0,82.75,6' 10.75'',107.0,8' 11'',7.3,8.75,9.5,28.5,30.0,12.18,3.1,3.14,12.0,201589.0,1.0,27.0,27.0,1610612740.0,Kansas,201589.0,Darrell Arthur,1988-03-25 00:00:00,Kansas,USA,2008,1,27
2008.0,201571.0,D.J.,Augustin,D.J. Augustin,PG,70.0,5' 10'',71.5,5' 11.5'',171.5,75.5,6' 3.5'',94.5,7' 10.5'',8.1,8.75,9.5,28.5,35.0,11.27,3.1,3.07,2.0,201571.0,1.0,9.0,9.0,1610612766.0,Texas,201571.0,D.J. Augustin,1987-11-10 00:00:00,Texas-Austin,USA,2008,1,9
2008.0,201573.0,Jerryd,Bayless,Jerryd Bayless,PG-SG,73.75,6' 1.75'',75.0,6' 3'',204.0,75.5,6' 3.5'',97.0,8' 1'',4.7,8.75,9.5,31.0,38.0,11.26,3.1,3.07,10.0,201573.0,1.0,11.0,11.0,1610612754.0,Arizona,203479.5,,,,,,,
2008.0,201563.0,Michael,Beasley,Michael Beasley,PF-SF,79.0,6' 7'',80.25,6' 8.25'',239.0,84.25,7' 0.25'',107.0,8' 11'',7.7,8.75,9.5,30.0,35.0,11.06,3.1,3.24,19.0,201563.0,1.0,2.0,2.0,1610612748.0,Kansas State,203479.5,,,,,,,
2008.0,12239.0,Ramel,Bradley,Ramel Bradley,PG-SG,73.25,6' 1.25'',74.25,6' 2.25'',184.0,77.0,6' 5'',98.0,8' 2'',5.7,8.75,9.5,24.5,29.5,10.68,3.1,3.24,9.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2008.0,12240.0,Tyrone,Brazelton,Tyrone Brazelton,PG,70.0,5' 10'',71.0,5' 11'',166.0,73.75,6' 1.75'',94.0,7' 10'',8.1,8.75,9.5,30.0,34.0,11.59,3.1,3.25,8.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2008.0,12241.0,Takais,Brown,Takais Brown,PF,79.25,6' 7.25'',80.5,6' 8.5'',252.0,82.0,6' 10'',106.0,8' 10'',9.2,8.75,9.5,29.0,31.0,12.47,3.1,3.25,22.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2008.0,201812.0,Keith,Brumbaugh,Keith Brumbaugh,SF-PF,79.5,6' 7.5'',80.75,6' 8.75'',190.0,79.25,6' 7.25'',104.5,8' 8.5'',4.0,8.75,9.5,26.0,27.0,11.65,3.1,3.28,2.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2008.0,201868.0,Stanley,Burrell,Stanley Burrell,PG,73.5,6' 1.5'',74.5,6' 2.5'',201.0,78.25,6' 6.25'',97.5,8' 1.5'',5.6,8.75,9.5,29.5,34.5,11.19,3.1,3.19,21.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2008.0,12242.0,Brian,Butch,Brian Butch,C-PF,81.5,6' 9.5'',83.0,6' 11'',229.6,83.25,6' 11.25'',108.0,9' 0'',10.8,8.75,9.5,24.0,26.5,11.87,3.1,3.52,9.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2008.0,12243.0,Jamar,Butler,Jamar Butler,PG,72.25,6' 0.25'',73.5,6' 1.5'',182.0,76.75,6' 4.75'',97.0,8' 1'',6.0,8.75,9.5,29.0,34.5,11.32,3.1,3.27,15.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2008.0,12244.0,Pat,Calathes,Pat Calathes,SF-PF,80.75,6' 8.75'',81.75,6' 9.75'',204.0,81.75,6' 9.75'',106.0,8' 10'',7.3,8.75,9.5,29.0,34.5,11.32,3.1,3.27,7.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2008.0,12245.0,Joe,Crawford,Joe Crawford,SG,75.0,6' 3'',76.0,6' 4'',213.0,77.75,6' 5.75'',99.5,8' 3.5'',7.6,8.75,9.5,31.0,36.0,11.67,3.1,3.22,13.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2008.0,12246.0,Chris,Daniels,Chris Daniels,C-PF,80.25,6' 8.25'',81.5,6' 9.5'',256.0,84.5,7' 0.5'',109.0,9' 1'',16.1,8.75,9.5,26.0,28.5,12.72,3.1,3.56,11.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2008.0,201595.0,Joey,Dorsey,Joey Dorsey,PF-C,78.25,6' 6.25'',79.25,6' 7.25'',265.0,85.75,7' 1.75'',107.0,8' 11'',9.0,8.75,9.5,27.5,33.0,11.84,3.1,3.2,19.0,201595.0,2.0,3.0,33.0,1610612757.0,Memphis,203479.5,,,,,,,
2008.0,12247.0,Marcus,Dove,Marcus Dove,SF-PF,78.75,6' 6.75'',79.5,6' 7.5'',208.0,83.5,6' 11.5'',105.0,8' 9'',5.3,8.75,9.5,27.5,33.5,11.59,3.1,3.26,10.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2008.0,12248.0,Josh,Duncan,Josh Duncan,PF,80.0,6' 8'',81.0,6' 9'',230.0,83.5,6' 11.5'',104.5,8' 8.5'',5.4,8.75,9.5,28.0,32.0,12.47,3.1,3.26,26.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2008.0,12249.0,Frank,Elegar,Frank Elegar,PF,79.25,6' 7.25'',80.75,6' 8.75'',210.0,87.25,7' 3.25'',106.0,8' 10'',4.5,8.75,9.5,33.5,37.5,11.86,3.1,3.17,11.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
